title,content,url,date,category,file_name,language,covid,health,political,weather,crime,legal,sports,economic,general,education,lifestyle,business,tech,auto,entertainment,arts
කාලගුණයෙන්‌ රතු නිවේදනයක්‌,"නිරිත දිග බෙංගාල බොක්ක මුහුදු ප්‍රදේශයේ පවතින පීඩන අවපාතය පිළිබඳ අනතුරු ඇඟවීමේ රතු නිවේදනයක්‌ නිකුත්‌ කර තිබේ.කාලගුණ විද්‍යා දෙපාර්තමේන්තුව එහි සඳහන්‌ කර ඇත්තේ, ශ්‍රී ලංකාවේ උතුරු සහ ඊසානදිග වෙරළට ඔබ්බෙන්‌ වන නොගැඹුරු සහ ගැඹුරු මුහුණු ප්‍රදේශ සඳහා එය අදාළ වන බවය.",http://sinhala.adaderana.lk/news/164946/%E0%B6%9A%E0%B7%8F%E0%B6%BD%E0%B6%9C%E0%B7%94%E0%B6%AB%E0%B6%BA%E0%B7%99%E0%B6%B1%E0%B7%8A-%E0%B6%BB%E0%B6%AD%E0%B7%94-%E0%B6%B1%E0%B7%92%E0%B7%80%E0%B7%9A%E0%B6%AF%E0%B6%B1%E0%B6%BA%E0%B6%9A%E0%B7%8A,2022-03-06,general,data/valid_records/Tharusha_349.json,si,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Presidential Pardon for 197 prisoners,197 prisoners are due to receive the Presidential pardon on the  occasion of the 74th National Independence Day.President Gotabaya Rajapaksa had received several requests from various quarters to release MP Ranjan Ramanayaka on Independence Day (4).The President has granted a Presidential pardon to prisoners in accordance with the powers vested in him by Article 34 of the Constitution on the occasion of Independence Day.,https://www.newsfirst.lk/2022/02/04/presidential-pardon-for-197-prisoners/,2022-02-04,general,data/valid_records/Akesh_1_en.json,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
மின் கட்டணத்தை செலுத்த தவறியுள்ள நுகர்வோருக்கு 3 மாத கால அவகாசம்,"மின்சார கட்டணத்தை செலுத்த தவறியுள்ள நுகர்வோருக்கு, எஞ்சியுள்ள கட்டணத்தை செலுத்துவதற்காக 03 மாத கால அவகாசத்தை வழங்குவதற்கான கட்டளை இன்று (17) பிறப்பிக்கப்படும் என இலங்கை பொது பயன்பாடுகள் ஆணைக்குழு அறிவித்துள்ளது.அதற்கமைய 03 மாதங்களுக்குள் தாமத கொடுப்பனவை செலுத்த தவறும் மின் பாவனையாளர்களுக்கான மின்சார விநியோகம் துண்டிக்கப்படும் என ஆணைக்குழுவின் தலைவர் ஜனக ரத்நாயக்க தெரிவித்துள்ளார்.இதனிடையே, அதிகளவில் மின்சாரத்தை பயன்படுத்தும் நிறுவனங்கள் மற்றும் தனிநபர்களுக்கு தேசிய கட்டமைப்பிலிருந்து இவர்களுக்கு கிடைக்கும் மின்சார விநியோகத்தை துண்டித்து, அவர்களிடம் காணப்படும் மின்பிறப்பாக்கிகளை பயன்படுத்தி மின்சாரத்தை பெற்றுக்கொள்வதற்கு அனுமதிக்குமாறு இலங்கை மின்சார சபைக்கு ஆலோசனை வழங்கப்பட்டுள்ளது.இதேவேளை, எதிர்வரும் 03 மாதங்களுக்கு மின்வெட்டை அமுல்படுத்துவதற்கு இலங்கை மின்சார சபையினால் முன்வைக்கப்பட்ட கோரிக்கையை நிராகரித்த பொது பயன்பாடுகள் ஆணைக்குழு, மாற்று நடவடிக்கைகளுக்கான பரிந்துரைகளை வழங்கியுள்ளது.",https://www.newsfirst.lk/tamil/2022/02/17/%e0%ae%ae%e0%ae%bf%e0%ae%a9%e0%af%8d-%e0%ae%95%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%a3%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%af%88-%e0%ae%9a%e0%af%86%e0%ae%b2%e0%af%81%e0%ae%a4%e0%af%8d%e0%ae%a4-%e0%ae%a4/,2022-02-17,general,data/valid_records/Kajaani_tamil_168.json,ta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
பெருந்தோட்ட தொழிலாளர்களை சிறுதோட்ட உரிமையாளர்களாக்க நடவடிக்கை எடுக்கப்படும்.,"தொழிலாளர்களை சிறுதோட்ட உரிமையாளர்களாக்குவதற்கான செயற்பாடுகள் முன்னெடுக்கப்படும் என தொழிலாளர் தேசிய சங்கத்தின் தலைவரும், நுவரெலியா மாவட்ட நாடாளுமன்ற உறுப்பினருமான பழனி திகாம்பரம் தெரிவித்துள்ளார்.

ஹட்டன் - மல்லியப்பு - புருட்ஹில் பகுதியில் இடம்பெற்ற நிகழ்வொன்றில் கலந்து கொண்டு கருத்துரைத்த போதே அவர் இதனைக் குறிப்பிட்டுள்ளார்.

கடந்த ஆட்சி காலத்தில் இதற்கான செயற்பாடுகள் முன்னெடுக்கப்பட்ட போதிலும் ஆட்சி மாற்றம் காரணமாக அது முடியாமல் போனதாக நாடாளுமன்ற உறுப்பினர் பழனி திகாம்பரம் தெரிவித்துள்ளார்.",https://www.hirunews.lk/sooriyanfmnews/297469/%E0%AE%AA%E0%AF%86%E0%AE%B0%E0%AF%81%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8B%E0%AE%9F%E0%AF%8D%E0%AE%9F-%E0%AE%A4%E0%AF%8A%E0%AE%B4%E0%AE%BF%E0%AE%B2%E0%AE%BE%E0%AE%B3%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%88-%E0%AE%9A%E0%AE%BF%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AF%8B%E0%AE%9F%E0%AF%8D%E0%AE%9F-%E0%AE%89%E0%AE%B0%E0%AE%BF%E0%AE%AE%E0%AF%88%E0%AE%AF%E0%AE%BE%E0%AE%B3%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AE%BE%E0%AE%95%E0%AF%8D%E0%AE%95-%E0%AE%A8%E0%AE%9F%E0%AE%B5%E0%AE%9F%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%88-%E0%AE%8E%E0%AE%9F%E0%AF%81%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%9F%E0%AF%81%E0%AE%AE%E0%AF%8D,2022-02-19,political,data/valid_records/Yathursiya_tamil_187.json,ta,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Daily Covid-19 cases count at 1,281 today","The Health Ministry says that another 1,281 persons have tested positive for Covid-19 today, as the daily count of new cases continues to rise in the country.This brings the tally of Covid-19 cases registered in the country thus far to 640,578. According to official figures, 607,583 positive cases have recovered.Following the new development, the number of virus-infected people who are undergoing treatment moved to 16,909. Meanwhile, the death toll stands at 16,086.",http://www.adaderana.lk/news/80789/daily-covid-19-cases-count-at-1281-today,2022-02-23,"health, covid",data/valid_records/Tharusha_28.json,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
கைகலப்பில் 4 பேர் வைத்தியசாலையில்.,"திருகோணமலை - கொட்பே மீன்பிடி கிராமத்தில் இரண்டு குழுக்களுக்கு இடையே ஏற்பட்ட கைகலப்பில் 4 பேர் படுகாயமடைந்த நிலையில் திருகோணமலை பொது வைத்தியசாலையில் அனுமதிக்கப்பட்டுள்ளதாக பொலிஸார் தெரிவித்துள்ளனர்.

இச்சம்பவம் நேற்றிரவு (19) இடம்பெற்றுள்ளதாக பொலிஸார் தெரிவிக்கின்றனர்.

இரண்டு குழுக்களைச் சேர்ந்தவர்கள் ஒன்றாக இணைந்து மது அருந்திக் கொண்டிருந்தபோது வாக்குவாதம் ஏற்பட்டுள்ளது.

இந்நிலையில் இரு குழுக்களைச் சேர்ந்த நான்கு பேர் படுகாயங்களுடன் திருகோணமலை பொது வைத்தியசாலையில் அனுமதிக்கப்பட்டுள்ளதுடன் ஒருவரின் நிலை கவலைக்கிடமாக உள்ளதாகவும் வைத்தியசாலையின் பேச்சாளரொருவர் கூறியுள்ளார்.

இவ்வாறு காயமடைந்தவர்கள் சீனக்குடா கொட்பே மீன்பிடி கிராமத்தில் வசித்து வரும் 22 வயது 26 வயது மற்றும் 40 வயது உடையவர்கள் எனவும் பொலிஸார் தெரிவித்தனர்.

குறித்த சம்பவம் தொடர்பில் சீனக்குடா பொலிஸார் விசாரணைகளை மேற்கொண்டு வருகின்றனர்.",http://tamil.adaderana.lk/news.php?nid=157723,2022-02-20,general,data/valid_records/Yathursiya_Tamil_29.json,ta,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
තෙවැනි තරගයට කුසල් මෙන්ඩිස් කැඳවෙන ලකුණු,"කොවිඩ් වැළඳීම හේතුවෙන් ශ්‍රී ලංකා ඔස්ට්‍රෙලියා පළමු විස්ස යි විස්ස ක්‍රිකට් තරග දෙක ම අහිමි වූ කුසල් මෙන්ඩිස්ගේ රෝගී තත්ත්වට සුව අතට පැමිණ ඇති බව වාර්තා වනවා.ශ්‍රී ලංකා ක්‍රිකට් ආයතනය නිවේදනයක් නිකුත් කරමින් මේ බව දන්වා සිටියා.ඒ අනුව තෙවැනි තරගයේ එකොළොස් දෙනාගේ තේරිම් සඳහා කුසල් මෙන්ඩිස් ද සුදුසුකම් ලබනු ඇති.මේ අතර, කොවිඩ් වැළඳුණු වේග පන්දු යවන ක්‍රීඩක බිනුර ප්‍රනාන්දුගේ රෝගි තත්ත්වය තවමත් සුව අතට පත් වී නෑ.ඒ අනුව ඔහුට ශ්‍රී ලංකා ඔස්ට්‍රෙලියා තෙවැනි තරගය ද අහිමි වනු ඇති.",https://www.hirunews.lk/297008/%E0%B6%AD%E0%B7%99%E0%B7%80%E0%B7%90%E0%B6%B1%E0%B7%92-%E0%B6%AD%E0%B6%BB%E0%B6%9C%E0%B6%BA%E0%B6%A7-%E0%B6%9A%E0%B7%94%E0%B7%83%E0%B6%BD%E0%B7%8A-%E0%B6%B8%E0%B7%99%E0%B6%B1%E0%B7%8A%E0%B6%A9%E0%B7%92%E0%B7%83%E0%B7%8A-%E0%B6%9A%E0%B7%90%E0%B6%B3%E0%B7%80%E0%B7%99%E0%B6%B1-%E0%B6%BD%E0%B6%9A%E0%B7%94%E0%B6%AB%E0%B7%94,2022-02-14,sports,data/valid_records/Akesh_182_si.json,si,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Retired doctor arrested over grenade at Borella church remanded,"The retired doctor from Piliyandala, who was arrested in connection with the hand grenade found at a church in Borella, has been remanded until February 28 by the Colombo Magistrate’s Court.Last week, the court had released the church worker, who was under detention orders in connection with the incident.On February 02, the Colombo Additional Magistrate ordered the release of a church worker and two others who were arrested on suspicion over the hand grenade found inside the church.",http://www.adaderana.lk/news/80586/retired-doctor-arrested-over-grenade-at-borella-church-remanded,2022-02-14,crime,data/valid_records/Tharusha_172.json,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
போதுமான எரிபொருள் கையிருப்பிலுள்ளதாக பெட்ரோலிய கூட்டுத்தாபனம் தெரிவிப்பு,"போதுமானளவு எரிபொருள் கையிருப்பிலுள்ளதாக பெட்ரோலியக் கூட்டுத்தாபனம் தெரிவித்துள்ளது.இதனால், மக்கள் வரிசையில் நின்று எரிபொருளை கொள்வனவு செய்ய வேண்டியதில்லை என கூட்டுத்தாபனத்தின் தலைவர், சட்டத்தரணி சுமித் விஜேசிங்க தெரிவித்துள்ளார்.எவ்வாறாயினும், இன்றும் (16) சில எரிபொருள் நிரப்பு நிலையங்களுக்கு அருகில் மக்கள் வரிசையில் நிற்பதை அவதானிக்க முடிந்ததாக நியூஸ்பெஸ்ட் செய்தியாளர்கள் தெரிவிக்கின்றனர்.",https://www.newsfirst.lk/tamil/2022/02/16/%e0%ae%aa%e0%af%8b%e0%ae%a4%e0%af%81%e0%ae%ae%e0%ae%be%e0%ae%a9-%e0%ae%8e%e0%ae%b0%e0%ae%bf%e0%ae%aa%e0%af%8a%e0%ae%b0%e0%af%81%e0%ae%b3%e0%af%8d-%e0%ae%95%e0%af%88%e0%ae%af%e0%ae%bf%e0%ae%b0%e0%af%81/,2022-02-16,economic,data/valid_records/Kajaani_tamil_187.json,ta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
நாட்டில் ஏப்ரல் 30க்கு பின்னர் அமுலுக்கு வரவுள்ள புதிய நடைமுறை!,"நாட்டில் உள்ள கொவிட்-19 தடுப்பூசி தொகை, எதிர்வரும் ஜூலை மாதத்துடன் காலாவதியாகும் என சுகாதார சேவைகள் பணிப்பாளர் நாயகம் தெரிவித்துள்ளார்.

தற்போது, இலக்கு வைக்கப்பட்டுள்ள தரப்பினருக்கான தடுப்பூசி நாட்டுக்கு கொண்டுவரப்பட்டுள்ளது. 6.2 மில்லியன் பேருக்கு இதுவரையில் தடுப்பூசிகள் செலுத்தப்பட்டுள்ளன.

பொது இடங்களுக்கு செல்பவர்கள், பூரண தடுப்பூசி ஏற்றத்திற்கு உள்ளாகி இருக்க வேண்டும் என்ற நடைமுறை ஏப்ரல் மாதம் 30 ஆம் திகதியின் பின்னர் அமுலுக்கு வரவுள்ளது. இதற்கமைவான செயற்பாடுகள் தற்போது முன்னெடுக்கப்படுகின்றன.

 பொதுமக்கள் பூரண தடுப்பூசி ஏற்றத்திற்கு உள்ளாகியிருக்கின்றார்களா? இல்லையா? என்பதை அறிந்துகொள்ள செயலி ஒன்றையோ அல்லது அட்டை ஒன்றையோ அறிமுகப்படுத்த எதிர்பார்ப்பதாக சுகாதார சேவைகள் பணிப்பாளர் நாயகம் தெரிவித்துள்ளார்.",https://www.hirunews.lk/sooriyanfmnews/297417/%E0%AE%A8%E0%AE%BE%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%8F%E0%AE%AA%E0%AF%8D%E0%AE%B0%E0%AE%B2%E0%AF%8D-30%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81-%E0%AE%AA%E0%AE%BF%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AE%B0%E0%AF%8D-%E0%AE%85%E0%AE%AE%E0%AF%81%E0%AE%B2%E0%AF%81%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81-%E0%AE%B5%E0%AE%B0%E0%AE%B5%E0%AF%81%E0%AE%B3%E0%AF%8D%E0%AE%B3-%E0%AE%AA%E0%AF%81%E0%AE%A4%E0%AE%BF%E0%AE%AF-%E0%AE%A8%E0%AE%9F%E0%AF%88%E0%AE%AE%E0%AF%81%E0%AE%B1%E0%AF%88,2022-02-19,"covid,health",data/valid_records/Yathursiya_tamil_168.json,ta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
කිතුල් පැණිවලට ප්‍රමිතියක්,කිතුල් පැණි සඳහා ප්‍රමිති සහතිකයක් නිකුත් කිරීමට වැවිලි අමාත්‍යාංශය තීරණය කර තිබෙනවා.ඒ අනුව හෙට ගාල්ල - අක්මීමන ප්‍රදේශයේදී සරුසාර කිතුලයි - තිරසාර හෙටයි යන තේමාව යටතේ ජනාධිපති ගෝඨාභය රාජපක්ෂගේ ප්‍රධානත්වයෙන් පැවැත්වෙන වැඩසටහනේ දී මෙය ක්‍රියාවට නංවන බවයි එම අමාත්‍යාංශය නිවේදනය කළේ.එසේම කිතුල් සංවර්ධන මණ්ඩලයේ ඉදිරි වැඩපිළිවෙල ද මෙහි දී එළිදැක්වීමට නියමිත යි.,https://www.hirunews.lk/297165/%E0%B6%9A%E0%B7%92%E0%B6%AD%E0%B7%94%E0%B6%BD%E0%B7%8A-%E0%B6%B4%E0%B7%90%E0%B6%AB%E0%B7%92%E0%B7%80%E0%B6%BD%E0%B6%A7-%E0%B6%B4%E0%B7%8A%E2%80%8D%E0%B6%BB%E0%B6%B8%E0%B7%92%E0%B6%AD%E0%B7%92%E0%B6%BA%E0%B6%9A%E0%B7%8A,2022-02-16,business,data/valid_records/Akesh_192_si.json,si,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
පූර්ණ එන්නත්කරණයට ලක්වූ ශ්‍රී ලාංකික ගුවන් මගීන්ට දැනුම්දීමක්,"පූර්ණ එන්නත්කරණයට ලක්වූ, විදේශගත වන ශ්‍රී ලාංකිකයින් සම්බන්ධයෙන් නව තීරණයක් ගෙන තිබේ.

ඒ අනුව මාර්තු 01 වනදායින් පසු එක්සත් එමීර් රාජ්‍යය වෙත පිටත්ව යන ශ්‍රී ලාංකිකයින් සඳහා එසේ පිටත්වයෑමට පෙර ලබාගත යුතු PCR පරීක්ෂණ වාර්තාව අවශ්‍ය නොවන බවට තීරණය කර තිබේ.

ශ්‍රී ලංකා සිවිල් ගුවන් සේවා අධිකාරියේ සභාපති උපුල් ධර්මදාස මහතා ඒ බව ප්‍රකාශ කරයි.",http://sinhala.adaderana.lk/news/164621/%E0%B6%B4%E0%B7%96%E0%B6%BB%E0%B7%8A%E0%B6%AB-%E0%B6%91%E0%B6%B1%E0%B7%8A%E0%B6%B1%E0%B6%AD%E0%B7%8A%E0%B6%9A%E0%B6%BB%E0%B6%AB%E0%B6%BA%E0%B6%A7-%E0%B6%BD%E0%B6%9A%E0%B7%8A%E0%B7%80%E0%B7%96-%E0%B7%81%E0%B7%8A%E2%80%8D%E0%B6%BB%E0%B7%93-%E0%B6%BD%E0%B7%8F%E0%B6%82%E0%B6%9A%E0%B7%92%E0%B6%9A-%E0%B6%9C%E0%B7%94%E0%B7%80%E0%B6%B1%E0%B7%8A-%E0%B6%B8%E0%B6%9C%E0%B7%93%E0%B6%B1%E0%B7%8A%E0%B6%A7-%E0%B6%AF%E0%B7%90%E0%B6%B1%E0%B7%94%E0%B6%B8%E0%B7%8A%E0%B6%AF%E0%B7%93%E0%B6%B8%E0%B6%9A%E0%B7%8A,2022-02-26,covid,data/valid_records/Yathursiya_sin_65.json,si,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Second interim report of PCoI for alleged human rights violations handed over to President.,"The second interim report of the Presidential Commission of Inquiry (PCoI) for Appraisal of the Findings of Previous Commissions and Committees and the Way Forward was handed over to President Gotabaya Rajapaksa by Supreme Court Judge A. H. M. D. Nawaz at the Presidential Secretariat, on Friday (Feb. 18).

President Rajapaksa appointed this Commission of Inquiry to investigate, inquire into and report or take necessary actions on findings of preceding Commissions or Committees appointed to investigate into human rights violations, serious violations of International Humanitarian Law (IHL) and other such offences on January 21, 2021. Supreme Court Judge A. H. M. D. Nawaz has been appointed as the Chairman of the Commission.

The first report of the Commission was submitted to the President on July 21, 2021.

In preparing the second 107-page report, the Commission made a number of recommendations based on the testimonies of 75 residents of the Jaffna and Kilinochchi districts who had faced the war and who had related experiences with the war.

It has been recommended to immediately investigate the findings of the Paranagama Commission appointed in 2015 and to file a court case or provide compensation accordingly.

Those who testified before the Commission requested the Government’s assistance to uplift their financial status and this has also been recommended by the Commission.

Terrorists are not allowed to be commemorated but the Commission has recommended to grant the right to commemorate the death of a relative occurred during the war in private.

Chairman of the Commission Supreme Court Judge A.H.M.D Nawaz said that the final report can be submitted to the President by next June.

Secretary to the President Gamini Senarath was also present at this event.",http://www.adaderana.lk/news/80687/second-interim-report-of-pcoi-for-alleged-human-rights-violations-handed-over-to-president,2022-02-19,general,data/valid_records/Yathursiya_en_11.json,en,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"கொரோனா தொற்று உறுதியான 1,273 பேர் அடையாளம்","கொரோனா தொற்று உறுதியான மேலும் 1,273 பேர் இன்று அடையாளம் காணப்பட்டுள்ளனர்.

சுகாதார அமைச்சின் தொற்று நோயியல் பிரிவு இதனைத் தெரிவித்துள்ளது.

இதற்கமைய நாட்டில் கொரோனா தொற்று உறுதிப்படுத்தப்பட்டவர்களின் மொத்த எண்ணிக்கை 635,606ஆக அதிகரித்துள்ளது.

இவர்களில் 22,746 பேர் சிகிச்சை நிலையங்களில் சிகிச்சை பெற்று வருகின்றனர்.

அத்துடன்,கொரோனா தொற்றால் பாதிக்கப்பட்ட மேலும் 252 பேர் இன்று குணமடைந்து வீடு திரும்பினர்.",https://www.hirunews.lk/sooriyanfmnews/297462/%E0%AE%95%E0%AF%8A%E0%AE%B0%E0%AF%8B%E0%AE%A9%E0%AE%BE-%E0%AE%A4%E0%AF%8A%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AF%81-%E0%AE%89%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AE%BE%E0%AE%A9-1273-%E0%AE%AA%E0%AF%87%E0%AE%B0%E0%AF%8D-%E0%AE%85%E0%AE%9F%E0%AF%88%E0%AE%AF%E0%AE%BE%E0%AE%B3%E0%AE%AE%E0%AF%8D,2022-02-19,covid,data/valid_records/Yathursiya_tamil_191.json,ta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
தொடர்ச்சியாக வடக்கிற்கு விஜயம் செய்யும் அரச தரப்பினர்,"கால்நடை வளங்கள் இராஜாங்க அமைச்சர் D.B.ஹேரத் வட மாகாணத்திற்கு இன்று விஜயம் செய்துள்ளார்.கிளிநொச்சி, முல்லைத்தீவு மாவட்ட அரசாங்க அதிபர்கள், மாகாண கால்நடை உற்பத்தி சுகாதார திணைக்கள பணிப்பாளர், கிளிநொச்சி, முல்லைத்தீவு கால்நடை வைத்தியர்கள், திணைக்கள உத்தியோகத்தர்கள் உள்ளிட்ட பலரும் அவருடனான கலந்துரையாடலில் பங்கேற்றிருந்தனர்.இதன்போது கால்நடை வளங்கள், பண்ணைகள் மேம்பாடு, பால், முட்டை சார்ந்து கைத்தொழில்கள் இராஜாங்க அமைச்சின் மூலம் முன்னெடுக்கப்படவுள்ள திட்டங்கள் தொடர்பில் இராஜாங்க அமைச்சர் D.B.ஹேரத் கலந்துரையாடினார். இதனிடையே, யாழ்ப்பாணத்தில் நடைபெற்ற நிகழ்விலும் அவர் கலந்துகொண்டிருந்தார்.இதேவேளை, தொழில் அமைச்சர் நிமல் சிறிபால டி சில்வா வட மாகாணத்திற்கான இரண்டு நாட்கள் விஜயமொன்றை நாளை (19) மேற்கொள்ளவுள்ளார். யாழ்ப்பாணம், வவுனியா மாவட்டங்களுக்கு விஜயம் செய்யும் தொழில் அமைச்சர், அங்குள்ள தொழிலாளர்களின் பிரச்சினைகளை நிவர்த்திக்கும் நோக்கிலான கலந்துரையாடல்களை முன்னெடுக்கவுள்ளார்.ஊடகத்துறை அமைச்சர் டலஸ் அழகப்பெரும யாழ்ப்பாணத்திற்கு இன்று (18) விஜயம் மேற்கொண்டிருந்தார்.",https://www.newsfirst.lk/tamil/2022/02/18/%e0%ae%a4%e0%af%8a%e0%ae%9f%e0%ae%b0%e0%af%8d%e0%ae%9a%e0%af%8d%e0%ae%9a%e0%ae%bf%e0%ae%af%e0%ae%be%e0%ae%95-%e0%ae%b5%e0%ae%9f%e0%ae%95%e0%af%8d%e0%ae%95%e0%ae%bf%e0%ae%b1%e0%af%8d%e0%ae%95%e0%af%81/,2022-02-18,political,data/valid_records/Kajaani_tamil_18.json,ta,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
மத்துகமவில் இரு பிள்ளைகளின் தாய் சுட்டுக்கொலை,"மத்துகம பகுதியில் நடத்தப்பட்ட துப்பாக்கிப் பிரயோகத்தில் பெண்ணொருவர் உயிரிழந்துள்ளார்.நேற்றிரவு (15) 9 மணியளவில் இந்த துப்பாக்கிச்சூடு நடத்தப்பட்டுள்ளதாக பொலிஸ் ஊடகப்பேச்சாளர் சிரேஷ்ட பொலிஸ் அத்தியட்சகர் சட்டத்தரணி நிஹால் தல்தூவ தெரிவித்தார்.வீட்டிற்குள் நுழைந்த இருவர், பெண் மீது துப்பாக்கிப் பிரயோகம் நடத்திவிட்டு தப்பிச்சென்றுள்ளதாக பொலிஸார் தெரிவித்துள்ளனர்.இரண்டு பிள்ளைகளின் தாயான 37 வயதான பெண்ணே சம்பவத்தில் உயிரிழந்துள்ளார்.T 56 ரக துப்பாக்கியின் 6 ரவைகள், சம்பவ இடத்திலிருந்து கைப்பற்றப்பட்டுள்ளதாக பொலிஸ் ஊடகப்பேச்சாளர் குறிப்பிட்டார்.",https://www.newsfirst.lk/tamil/2022/02/16/%e0%ae%ae%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%af%81%e0%ae%95%e0%ae%ae%e0%ae%b5%e0%ae%bf%e0%ae%b2%e0%af%8d-%e0%ae%87%e0%ae%b0%e0%af%81-%e0%ae%aa%e0%ae%bf%e0%ae%b3%e0%af%8d%e0%ae%b3%e0%af%88%e0%ae%95%e0%ae%b3/,2022-02-28,crime,data/valid_records/Kajaani_tamil_191.json,ta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Criminal gang member and drug dealer “Parippuwa” arrested,"A member of an organized criminal gang and drug dealer named Manawaduge Asanka Maduranga alias “Parippuwa” has been arrested by the Police Special Task Force (STF).The raid was carried out last night in the area of Konkadawala, acting on a tip-off received by the officers of STF’s intelligence unit.",http://www.adaderana.lk/news/80600/criminal-gang-member-and-drug-dealer-parippuwa-arrested,2022-02-15,crime,data/valid_records/Tharusha_164.json,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IGP to probe Harin's torches in House,"Speaker of Parliament Mahinda Yapa Abeywardene has requested the Inspector General of Police to probe an unauthorised item being brought into Parliament.It was over opposition MP Harin Fernando's having brought three torches to the parliamentary complex.Leader of the House Minister Dinesh Gunawardena claimed the incident posed a grave threat to the lives of MPs, adding that necessary action should be taken over the matter.Opposition MPs argued, however, that similar incidents had occurred previously, recalling the time where MPs were hurling chilli powder at each other in the House. MP Chaminda Wijesiri further argued that a torch posed a substantially less, or rather no threat to the livesof MPs , as opposed to chilli powder. Parliamentary proceedings were suspended for nearly 10 minutes last morning (24) following allegations by Leader of the House Minister Dinesh Gunawardena that an opposition MP brought an unauthorised item into the chamber.",https://ceylontoday.lk/news/igp-to-probe-incident-concerning-harin-s-torch,2022-02-25,political,data/valid_records/Kajaani_eng_138.json,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ජනපති සහ අගමැති එකඟ වුණා - මෛත්‍රී කියයි,ශ්‍රී ලංකා නිදහස්‌ පක්ෂය ඉදිරිපත්‌ කළ ප්‍රධාන යෝජනාවට ජනාධිපතිවරයාත්‌ අගමැතිවරයාත්‌ එකඟත්වය පළ කළ බව හිටපු ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා පැවසීය.ඒ ශ්‍රී ලංකා නිදහස්‌ පක්ෂයේ නියෝජිතයින්‌ සහ ජනාධිපතිවරයා අතර ජනාධිපති කාර්යාලයේදී අද (08) පස්වරුවේ පැවැති සාකච්ඡාවේදීය.,http://sinhala.adaderana.lk/news/165056/%E0%B6%A2%E0%B6%B1%E0%B6%B4%E0%B6%AD%E0%B7%92-%E0%B7%83%E0%B7%84-%E0%B6%85%E0%B6%9C%E0%B6%B8%E0%B7%90%E0%B6%AD%E0%B7%92-%E0%B6%91%E0%B6%9A%E0%B6%9F-%E0%B7%80%E0%B7%94%E0%B6%AB%E0%B7%8F---%E0%B6%B8%E0%B7%9B%E0%B6%AD%E0%B7%8A%E2%80%8D%E0%B6%BB%E0%B7%93-%E0%B6%9A%E0%B7%92%E0%B6%BA%E0%B6%BA%E0%B7%92,2022-03-08,political,data/valid_records/Tharusha_308.json,si,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
